PO,External ID,Title,ASIN,Model Number,Freight Term,Qty,Unit Cost,Amount,Shortage quantity,Amount shortage,Last received date,ASIN received,Quantity received,Unit cost,Amount received,External Id Type,Backordered,Availability,Window Type,Window Start,Window End,Expected Date,Case Size,Quantity Requested,Quantity Outstanding,Case Cost,Total Cost,Accepted Quantity
3LHVS8VD,8.58E+11,"RXBAR Protein Bars, Protein Snack, Snack Bars, Variety Pack (12 Bars)",B018H3LFJG,RXF306,Collect,"1,320",$25.44 ,"$33,580.80 ",66,"$1,679.04 ",21-10-2023,B018H3LFJG,1254,$25.44 ,"$31,901.76 ",,,,,,,,,,,,,
3LHVS8VD,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Peanut Butter Chocolate, 22Oz Box (12 Bars)",B01M6TK228,RXF010,Collect,246,$24.84 ,"$6,110.64 ",0,$0.00 ,26-10-2023,B01M6TK228,246,$24.84 ,"$6,110.64 ",,,,,,,,,,,,,
3LHVS8VD,1.09E+13,"RX Nut Butter Almond Butter, Protein Snack, Lunch Snacks, Vanilla, 11.3oz Box (10 Packs)",B07D3H4CQF,RXN003,Collect,348,$14.00 ,"$4,872.00 ",0,$0.00 ,14-10-2023,B07D3H4CQF,348,$14.00 ,"$4,872.00 ",,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RX Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Chocolate (2 Jars)",B07Q89M576,RXKIT6117,Collect,26,$10.24 ,$266.24 ,0,$0.00 ,10/10/2023,B07Q89M576,26,$10.24 ,$266.24 ,,,,,,,,,,,,,
3LHVS8VD,1.02E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Vanilla Almond, 22oz Box (12 Bars)",B07ZQYM8MJ,,Collect,840,$24.84 ,"$20,865.60 ",22,$546.48 ,22-10-2023,B07ZQYM8MJ,818,$24.84 ,"$20,319.12 ",,,,,,,,,,,,,
3LHVS8VD,1.02E+13,"RX Nut Butter Almond Butter, Coconut, Delicious Flavor, 11.3oz Box (10 Count)",B084HJ1T2N,,Collect,24,$14.00 ,$336.00 ,0,$0.00 ,22-10-2023,B084HJ1T2N,24,$14.00 ,$336.00 ,,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR Chocolate AM Protein Bar 12 Count, 1.83 OZ",B09KMW172Z,1.94E+11,Collect,162,$24.84 ,"$4,024.08 ",0,$0.00 ,21-10-2023,B09KMW172Z,162,$24.84 ,"$4,024.08 ",,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Blueberry, 23.2oz Box (12 Bars)",B09WX8RYGN,RXBAR,Collect,72,$24.84 ,"$1,788.48 ",0,$0.00 ,22-10-2023,B09WX8RYGN,72,$24.84 ,"$1,788.48 ",,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 22.8oz Box (12 Bars)",B09WXF5PJQ,,Collect,186,$25.44 ,"$4,731.84 ",0,$0.00 ,10/10/2023,B09WXF5PJQ,186,$25.44 ,"$4,731.84 ",,,,,,,,,,,,,
3LHVS8VD,1.02E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Mixed Berry (6 Boxes, 30 Bars)",B0BFZMYY8J,,Collect,14,$53.40 ,$747.60 ,0,$0.00 ,21-10-2023,B0BFZMYY8J,14,$53.40 ,$747.60 ,,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Chocolate (6 Boxes, 30 Bars)",B0BG8NN27Y,,Collect,12,$53.40 ,$640.80 ,0,$0.00 ,21-10-2023,B0BG8NN27Y,12,$53.40 ,$640.80 ,,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Honey Cinnamon Peanut Butter (6 Boxes, 30 Bars)",B0BG8NTZWD,,Collect,3,$53.40 ,$160.20 ,0,$0.00 ,21-10-2023,B0BG8NTZWD,3,$53.40 ,$160.20 ,,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Blueberry (6 Boxes, 30 Bars)",B0BG8P6KNZ,,Collect,21,$53.40 ,"$1,121.40 ",0,$0.00 ,10/10/2023,B0BG8P6KNZ,21,$53.40 ,"$1,121.40 ",,,,,,,,,,,,,
3LHVS8VD,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Chip (6 Boxes, 30 Bars)",B0BHXHND8P,,Collect,27,$53.40 ,"$1,441.80 ",0,$0.00 ,12/10/2023,B0BHXHND8P,27,$53.40 ,"$1,441.80 ",,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 38.8oz Box (20 Bars)",B0BTGMJV79,,Collect,91,$42.40 ,"$3,858.40 ",0,$0.00 ,21-10-2023,B0BTGMJV79,91,$42.40 ,"$3,858.40 ",,,,,,,,,,,,,
3LHVS8VD,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Peanut Butter Dark Chocolate (6 Boxes, 30 Bars)",B0BTTTLVXX,,Collect,15,$41.10 ,$616.50 ,0,$0.00 ,21-10-2023,B0BTTTLVXX,15,$41.10 ,$616.50 ,,,,,,,,,,,,,
5K46MGRT,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Coconut Chocolate, 22oz Box (12 Bars)",B0143NQVI4,RXF004,Collect,522,$24.84 ,"$12,966.48 ",13,$322.92 ,20-09-2023,B0143NQVI4,509,$24.84 ,"$12,643.56 ",,,,,,,,,,,,,
5K46MGRT,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Snack Bars, Peanut Butter, 22oz Box (12 Bars)",B0143NQVP2,RXF003,Collect,684,$24.84 ,"$16,990.56 ",0,$0.00 ,20-09-2023,B0143NQVP2,684,$24.84 ,"$16,990.56 ",,,,,,,,,,,,,
5K46MGRT,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Blueberry, 22Oz Box (12 Bars)",B0143NQW2E,RXF202,Collect,"2,184",$24.84 ,"$54,250.56 ",16,$397.44 ,20-09-2023,B0143NQW2E,2168,$24.84 ,"$53,853.12 ",,,,,,,,,,,,,
5K46MGRT,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Mixed Berry, 12 Count (Pack of 1)",B01M6THM7P,RXF012,Collect,234,$24.84 ,"$5,812.56 ",0,$0.00 ,24-09-2023,B01M6THM7P,234,$24.84 ,"$5,812.56 ",,,,,,,,,,,,,
5K46MGRT,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Peanut Butter Chocolate, 22Oz Box (12 Bars)",B01M6TK228,RXF010,Collect,540,$24.84 ,"$13,413.60 ",4,$99.36 ,20-09-2023,B01M6TK228,536,$24.84 ,"$13,314.24 ",,,,,,,,,,,,,
5K46MGRT,1.09E+13,"RX Nut Butter Almond Butter, Protein Snack, Lunch Snacks, Vanilla, 11.3oz Box (10 Packs)",B07D3H4CQF,RXN003,Collect,822,$14.00 ,"$11,508.00 ",0,$0.00 ,20-09-2023,B07D3H4CQF,822,$14.00 ,"$11,508.00 ",,,,,,,,,,,,,
5K46MGRT,1.09E+13,"RX Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Honey Cinnamon, 11.3oz Box (10 Packs)",B07D3H9KBM,RXN002,Collect,6,$14.00 ,$84.00 ,0,$0.00 ,2/10/2023,B07D3H9KBM,6,$14.00 ,$84.00 ,,,,,,,,,,,,,
5K46MGRT,1.09E+13,"RXBAR Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Chocolate, 11.3oz Box (10 Packs)",B07LC7HSZN,RXN006,Collect,30,$14.00 ,$420.00 ,0,$0.00 ,1/10/2023,B07LC7HSZN,30,$14.00 ,$420.00 ,,,,,,,,,,,,,
5K46MGRT,1.94E+11,"RX Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Honey Cinnamon (2 Jars)",B07Q61TRLH,RXKIT6113,Collect,68,$10.24 ,$696.32 ,5,$51.20 ,25-09-2023,B07Q61TRLH,63,$10.24 ,$645.12 ,,,,,,,,,,,,,
5K46MGRT,1.94E+11,"RXBAR Nut Butter Almond Butter, Protein Snack, Lunch Snacks, Vanilla (2 Jars)",B07QBSWNFN,RXKIT6114,Collect,"1,029",$15.32 ,"$15,764.28 ",0,$0.00 ,20-09-2023,B07QBSWNFN,1029,$15.32 ,"$15,764.28 ",,,,,,,,,,,,,
5K46MGRT,1.02E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Vanilla Almond, 22oz Box (12 Bars)",B07ZQYM8MJ,,Collect,144,$24.84 ,"$3,576.96 ",0,$0.00 ,20-09-2023,B07ZQYM8MJ,144,$24.84 ,"$3,576.96 ",,,,,,,,,,,,,
5K46MGRT,1.02E+13,"RX Nut Butter Almond Butter, Coconut, Delicious Flavor, 11.3oz Box (10 Count)",B084HJ1T2N,,Collect,102,$14.00 ,"$1,428.00 ",0,$0.00 ,2/10/2023,B084HJ1T2N,102,$14.00 ,"$1,428.00 ",,,,,,,,,,,,,
5K46MGRT,1.94E+11,"RX Nut Butter, Protein Snack, Lunch Snacks, Variety Pack (60 Packs)",B08XZ1P2X8,,Collect,192,$15.00 ,"$2,880.00 ",138,"$2,070.00 ",7/10/2023,B08XZ1P2X8,54,$15.00 ,$810.00 ,,,,,,,,,,,,,
5K46MGRT,1.94E+11,"RXBAR Chocolate AM Protein Bar 12 Count, 1.83 OZ",B09KMW172Z,1.94E+11,Collect,36,$24.84 ,$894.24 ,0,$0.00 ,20-09-2023,B09KMW172Z,36,$24.84 ,$894.24 ,,,,,,,,,,,,,
5K46MGRT,1.02E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Mixed Berry (6 Boxes, 30 Bars)",B0BFZMYY8J,,Collect,1,$53.40 ,$53.40 ,0,$0.00 ,22-09-2023,B0BFZMYY8J,1,$53.40 ,$53.40 ,,,,,,,,,,,,,
5K46MGRT,1.94E+11,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Peanut Butter (6 Boxes, 30 Bars)",B0BFZWLVFX,,Collect,1,$53.40 ,$53.40 ,0,$0.00 ,1/10/2023,B0BFZWLVFX,1,$53.40 ,$53.40 ,,,,,,,,,,,,,
5K46MGRT,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Honey Cinnamon Peanut Butter (6 Boxes, 30 Bars)",B0BG8NTZWD,,Collect,6,$53.40 ,$320.40 ,0,$0.00 ,1/10/2023,B0BG8NTZWD,6,$53.40 ,$320.40 ,,,,,,,,,,,,,
5K46MGRT,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Blueberry (6 Boxes, 30 Bars)",B0BG8P6KNZ,,Collect,2,$53.40 ,$106.80 ,0,$0.00 ,1/10/2023,B0BG8P6KNZ,2,$53.40 ,$106.80 ,,,,,,,,,,,,,
5K46MGRT,1.09E+13,"RxBar Protein Bars, Blueberry, Kosher, Gluten Free, 5 Count, 9.15 Ounce (Pack of 6)",B0BHXFTSV4,,Collect,102,$53.40 ,"$5,446.80 ",0,$0.00 ,1/10/2023,B0BHXFTSV4,102,$53.40 ,"$5,446.80 ",,,,,,,,,,,,,
5K46MGRT,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Chip (6 Boxes, 30 Bars)",B0BHXHND8P,,Collect,1,$53.40 ,$53.40 ,0,$0.00 ,1/10/2023,B0BHXHND8P,1,$53.40 ,$53.40 ,,,,,,,,,,,,,
5K46MGRT,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",B0BHXK6FGH,,Collect,1,$53.40 ,$53.40 ,0,$0.00 ,12/9/2023,B0BHXK6FGH,1,$53.40 ,$53.40 ,,,,,,,,,,,,,
5K46MGRT,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Sea Salt (6 Boxes, 30 Bars)",B0BJXW16DL,,Collect,318,$53.40 ,"$16,981.20 ",0,$0.00 ,20-09-2023,B0BJXW16DL,318,$53.40 ,"$16,981.20 ",,,,,,,,,,,,,
5K46MGRT,1.94E+11,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Variety Pack (28 Bars)",B0BTGK26B1,,Collect,38,$59.36 ,"$2,255.68 ",0,$0.00 ,7/10/2023,B0BTGK26B1,38,$59.36 ,"$2,255.68 ",,,,,,,,,,,,,
2HHY77ER,1.09E+13,,B01M60S8C3,,Collect,78,$24.84 ,"$1,937.52 ",0,$0.00 ,14-10-2023,B01M60S8C3,78,$24.84 ,"$1,937.52 ",,,,,,,,,,,,,
2HHY77ER,1.09E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Peanut Butter Chocolate, 22Oz Box (12 Bars)",B01M6TK228,RXF010,Collect,420,$24.84 ,"$10,432.80 ",0,$0.00 ,17-10-2023,B01M6TK228,420,$24.84 ,"$10,432.80 ",,,,,,,,,,,,,
2HHY77ER,1.09E+13,"RX Nut Butter Almond Butter, Protein Snack, Lunch Snacks, Vanilla, 11.3oz Box (10 Packs)",B07D3H4CQF,RXN003,Collect,636,$14.00 ,"$8,904.00 ",0,$0.00 ,14-10-2023,B07D3H4CQF,636,$14.00 ,"$8,904.00 ",,,,,,,,,,,,,
2HHY77ER,1.09E+13,"RXBAR Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Chocolate, 11.3oz Box (10 Packs)",B07LC7HSZN,RXN006,Collect,12,$14.00 ,$168.00 ,0,$0.00 ,14-10-2023,B07LC7HSZN,12,$14.00 ,$168.00 ,,,,,,,,,,,,,
2HHY77ER,1.94E+11,"RX Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Honey Cinnamon (2 Jars)",B07Q61TRLH,RXKIT6113,Collect,2,$10.24 ,$20.48 ,0,$0.00 ,14-10-2023,B07Q61TRLH,2,$10.24 ,$20.48 ,,,,,,,,,,,,,
2HHY77ER,1.94E+11,"RX Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Chocolate (2 Jars)",B07Q89M576,RXKIT6117,Collect,65,$10.24 ,$665.60 ,15,$153.60 ,14-11-2023,B07Q89M576,50,$10.24 ,$512.00 ,,,,,,,,,,,,,
2HHY77ER,1.02E+13,"RXBAR Protein Bars, Protein Snack, Snack Bars, Vanilla Almond, 22oz Box (12 Bars)",B07ZQYM8MJ,,Collect,492,$24.84 ,"$12,221.28 ",0,$0.00 ,14-10-2023,B07ZQYM8MJ,492,$24.84 ,"$12,221.28 ",,,,,,,,,,,,,
2HHY77ER,1.02E+13,"RX Nut Butter Almond Butter, Coconut, Delicious Flavor, 11.3oz Box (10 Count)",B084HJ1T2N,,Collect,6,$14.00 ,$84.00 ,0,$0.00 ,14-10-2023,B084HJ1T2N,6,$14.00 ,$84.00 ,,,,,,,,,,,,,
2HHY77ER,1.94E+11,"RXBAR Chocolate AM Protein Bar 12 Count, 1.83 OZ",B09KMW172Z,1.94E+11,Collect,174,$24.84 ,"$4,322.16 ",0,$0.00 ,14-10-2023,B09KMW172Z,174,$24.84 ,"$4,322.16 ",,,,,,,,,,,,,
2HHY77ER,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Blueberry, 23.2oz Box (12 Bars)",B09WX8RYGN,RXBAR,Collect,246,$24.84 ,"$6,110.64 ",0,$0.00 ,14-10-2023,B09WX8RYGN,246,$24.84 ,"$6,110.64 ",,,,,,,,,,,,,
2HHY77ER,1.94E+11,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 22.8oz Box (12 Bars)",B09WXF5PJQ,,Collect,612,$25.44 ,"$15,569.28 ",0,$0.00 ,15-10-2023,B09WXF5PJQ,612,$25.44 ,"$15,569.28 ",,,,,,,,,,,,,
2HHY77ER,1.02E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Vanilla Almond (6 Boxes, 30 Bars)",B0BFY34Z9N,,Collect,104,$53.40 ,"$5,553.60 ",0,$0.00 ,14-10-2023,"B0BFY34Z9N,B0BG8P6KNZ",104,$53.40 ,"$5,553.60 ",,,,,,,,,,,,,
2HHY77ER,1.02E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Mixed Berry (6 Boxes, 30 Bars)",B0BFZMYY8J,,Collect,15,$53.40 ,$801.00 ,0,$0.00 ,14-10-2023,B0BFZMYY8J,15,$53.40 ,$801.00 ,,,,,,,,,,,,,
2HHY77ER,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Chocolate (6 Boxes, 30 Bars)",B0BG8NN27Y,,Collect,2,$53.40 ,$106.80 ,0,$0.00 ,14-10-2023,B0BG8NN27Y,2,$53.40 ,$106.80 ,,,,,,,,,,,,,
2HHY77ER,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Honey Cinnamon Peanut Butter (6 Boxes, 30 Bars)",B0BG8NTZWD,,Collect,4,$53.40 ,$213.60 ,0,$0.00 ,16-10-2023,"B0BHXK6FGH,B0BG8NTZWD",4,$53.40 ,$213.60 ,,,,,,,,,,,,,
2HHY77ER,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Blueberry (6 Boxes, 30 Bars)",B0BG8P6KNZ,,Collect,13,$53.40 ,$694.20 ,0,$0.00 ,14-10-2023,B0BG8P6KNZ,13,$53.40 ,$694.20 ,,,,,,,,,,,,,
2HHY77ER,1.09E+13,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Chip (6 Boxes, 30 Bars)",B0BHXHND8P,,Collect,18,$53.40 ,$961.20 ,0,$0.00 ,14-10-2023,B0BHXHND8P,18,$53.40 ,$961.20 ,,,,,,,,,,,,,
2HHY77ER,1.94E+11,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 38.8oz Box (20 Bars)",B0BTGMJV79,,Collect,157,$42.40 ,"$6,656.80 ",12,$508.80 ,16-11-2023,B0BTGMJV79,145,$42.40 ,"$6,148.00 ",,,,,,,,,,,,,
2HHY77ER,1.94E+11,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Peanut Butter Dark Chocolate (6 Boxes, 30 Bars)",B0BTTTLVXX,,Collect,9,$41.10 ,$369.90 ,0,$0.00 ,14-10-2023,B0BTTTLVXX,9,$41.10 ,$369.90 ,,,,,,,,,,,,,
25167VDZ,24100940264,"Cheez-It Cheese Crackers, Baked Snack Crackers, Lunch Snacks, Variety Pack, 12.1oz Box (12 Packs)",B00KR7PKTC,24100940264,Prepaid,"5,148",$6.08 ,"$31,299.84 ",518,"$3,149.44 ",4/11/2023,B00KR7PKTC,4630,$6.08 ,"$28,150.40 ",,,,,,,,,,,,,
25167VDZ,38000105227,"Kellogg's Special K Protein Meal Bars, Meal Replacement Protein Snacks, Variety Pack, 3.18lb Case (4 Boxes)",B010PAC50W,3800010522,Prepaid,46,$41.60 ,"$1,913.60 ",0,$0.00 ,20-10-2023,B010PAC50W,46,$41.60 ,"$1,913.60 ",,,,,,,,,,,,,
25167VDZ,24100577200,"Cheez-It Snack Mix, Lunch Snacks, Office and Kids Snacks, Double Cheese (6 Pouches)",B07MWLX4QD,Cheez-It,Prepaid,33,$8.46 ,$279.18 ,0,$0.00 ,21-10-2023,"B09X8Q77TG,B07MWLX4QD",33,$8.46 ,$279.18 ,,,,,,,,,,,,,
25167VDZ,38000220678,"Nutri-Grain Bites Mini Breakfast Bars, Made with Whole Grains, Kids Lunch Snacks, Strawberry (5 Boxes, 25 Pouches)",B07Z7BKMT6,,Prepaid,145,$16.20 ,"$2,349.00 ",0,$0.00 ,20-10-2023,B07Z7BKMT6,145,$16.20 ,"$2,349.00 ",,,,,,,,,,,,,
25167VDZ,38000110290,"Nutri-Grain Soft Baked Breakfast Bars, Made with Whole Grains, Kids Snacks, Strawberry (6 Boxes, 48 Bars)",B083XVLP9L,,Prepaid,344,$18.42 ,"$6,336.48 ",0,$0.00 ,21-10-2023,B083XVLP9L,344,$18.42 ,"$6,336.48 ",,,,,,,,,,,,,
25167VDZ,30100127437,"Kellogg's SCOOBY-DOO! Baked Graham Cracker Snacks, Lunch Snacks, Snack Crackers, Cinnamon (40 Pouches)",B0879N1QV3,u-c-30002,Prepaid,"1,263",$15.82 ,"$19,980.66 ",0,$0.00 ,20-10-2023,B0879N1QV3,1263,$15.82 ,"$19,980.66 ",,,,,,,,,,,,,
25167VDZ,79783101150,"Austin Sandwich Crackers, Single Serve Snack Crackers, Office and Kids Snacks, Peanut Butter on Toasty (12 Trays, 96 Packs)",B08WR1CXF5,Austin,Prepaid,39,$26.40 ,"$1,029.60 ",0,$0.00 ,30-10-2023,B08WR1CXF5,39,$26.40 ,"$1,029.60 ",,,,,,,,,,,,,
25167VDZ,24100120345,"Cheez-It Cheese Crackers, Baked Snack Crackers, Lunch Snacks, Family Size, Variety Pack (3 Boxes)",B08Z572K8V,,Prepaid,443,$17.81 ,"$7,889.83 ",0,$0.00 ,28-10-2023,B08Z572K8V,443,$17.81 ,"$7,889.83 ",,,,,,,,,,,,,
25167VDZ,38000246791,"Pop-Tarts Baked Pastry Bites, Kids Snacks, School Lunch, Frosted Blueberry (5 Boxes, 25 Pouches)",B08ZFMTLQR,,Prepaid,74,$16.20 ,"$1,198.80 ",0,$0.00 ,20-10-2023,B08ZFMTLQR,74,$16.20 ,"$1,198.80 ",,,,,,,,,,,,,
25167VDZ,38000124907,"Kellogg's Special K Protein Meal Bars, 12g Protein Snacks, Meal Replacement, Chocolatey Chip Cookie Dough, 19oz Box (12 Bars)",B091MX9DJJ,,Prepaid,594,$10.83 ,"$6,433.02 ",0,$0.00 ,20-10-2023,B091MX9DJJ,594,$10.83 ,"$6,433.02 ",,,,,,,,,,,,,
25167VDZ,1.91E+11,"Pure Organic Layered Fruit Bars, Strawberry Banana, Gluten Free, Vegan Fruit Snacks (2 Boxes, 24 Bars)",B093ZJM1CC,,Prepaid,576,$16.32 ,"$9,400.32 ",0,$0.00 ,20-10-2023,B093ZJM1CC,576,$16.32 ,"$9,400.32 ",,,,,,,,,,,,,
25167VDZ,1.91E+11,"Pure Organic Layered Fruit Bars, Gluten Free, Vegan Fruit Snacks, Pineapple Passionfruit 12 Count(Pack of 2)",B093ZNRHXD,,Prepaid,334,$16.32 ,"$5,450.88 ",15,$244.80 ,24-10-2023,B093ZNRHXD,319,$16.32 ,"$5,206.08 ",,,,,,,,,,,,,
25167VDZ,38000271625,"Nutri-Grain Soft Baked Breakfast Bars, Kids Snacks, Whole Grain, Value Pack, Variety Pack (3 Boxes, 48 Bars)",B09J6ZFJJV,VC-a4-34105,Prepaid,79,$18.99 ,"$1,500.21 ",4,$75.96 ,21-10-2023,B09J6ZFJJV,75,$18.99 ,"$1,424.25 ",,,,,,,,,,,,,
25167VDZ,38000271632,"Nutri-Grain Soft Baked Breakfast Bars, Made with Whole Grains, Kids Snacks, Value Pack, Apple Cinnamon (3 Boxes, 48 Bars)",B09J789N4G,VC-a4-34104,Prepaid,1,$15.78 ,$15.78 ,0,$0.00 ,20-10-2023,B09J789N4G,1,$15.78 ,$15.78 ,,,,,,,,,,,,,
25167VDZ,38000261534,"Pop-Tarts Eggo Toaster Pastries, Breakfast Foods, Kids Snacks, Frosted Maple Flavor (96 Pop-Tarts)",B09KCJM13X,,Prepaid,59,$35.28 ,"$2,081.52 ",2,$70.56 ,20-10-2023,B09KCJM13X,57,$35.28 ,"$2,010.96 ",,,,,,,,,,,,,
25167VDZ,38000268762,"Nutri-Grain Bites Mini Breakfast Bars, Made with Whole Grains, Kids Snacks, Chocolatey Banana (5 Boxes, 25 Pouches)",B09KK629HR,,Prepaid,21,$16.20 ,$340.20 ,0,$0.00 ,20-10-2023,B09KK629HR,21,$16.20 ,$340.20 ,,,,,,,,,,,,,
25167VDZ,38000260537,"Apple Jacks Cereal Bars, Breakfast Snacks, Kids Snacks, Original (8 Boxes, 48 Bars)",B09KK94GVX,,Prepaid,44,$16.40 ,$721.60 ,0,$0.00 ,21-10-2023,"B09KK94GVX,B0BPPTL4JF",44,$16.40 ,$721.60 ,,,,,,,,,,,,,
25167VDZ,24100000241,Cheez-It Puff'd White Cheddar 3oz 6ct,B09KY8QQBX,,Prepaid,24,$14.94 ,$358.56 ,0,$0.00 ,20-10-2023,B09KY8QQBX,24,$14.94 ,$358.56 ,,,,,,,,,,,,,
25167VDZ,24100001705,"Cheez-It Snap'd, Cheese Crackers Chips, Thin Crisps, Lunch Snacks, Variety Pack, 22.5oz Box (3 Bags)",B09Q6K5LDM,Cheez-It,Prepaid,72,$13.90 ,"$1,000.80 ",0,$0.00 ,20-10-2023,B09Q6K5LDM,72,$13.90 ,"$1,000.80 ",,,,,,,,,,,,,
25167VDZ,38000260797,"Rice Krispies Treats Homestyle Marshmallow Snack Bars, Kids Snacks, School Lunch, Cinnamon Sugar (6 Boxes, 36 Bars)",B09TMVPY66,,Prepaid,113,$18.60 ,"$2,101.80 ",0,$0.00 ,4/11/2023,B09TMVPY66,113,$18.60 ,"$2,101.80 ",,,,,,,,,,,,,
25167VDZ,38000261794,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Snickerdoodle (96 Pop-Tarts)",B09TN9P2S9,,Prepaid,8,$35.28 ,$282.24 ,0,$0.00 ,20-10-2023,B09TN9P2S9,8,$35.28 ,$282.24 ,,,,,,,,,,,,,
25167VDZ,38000272233,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Frosted Grape (96 Pop-Tarts)",B09TNDHF85,,Prepaid,10,$35.28 ,$352.80 ,2,$70.56 ,19-10-2023,B09TNDHF85,8,$35.28 ,$282.24 ,,,,,,,,,,,,,
25167VDZ,30100103707,"Town House Pita Crackers Oven Baked Crackers, Lunch Snacks, Party Snacks, Sea Salt (4 Boxes)",B09Z1QTNJN,,Prepaid,44,$15.42 ,$678.48 ,0,$0.00 ,20-10-2023,B09Z1QTNJN,44,$15.42 ,$678.48 ,,,,,,,,,,,,,
25167VDZ,38000175787,"Pop-Tarts Baked Pastry Bites, Kids Snacks, School Lunch, Variety Pack (3 Boxes, 30 Pouches)",B0B1QVRW19,,Prepaid,383,$21.33 ,"$8,169.39 ",0,$0.00 ,20-10-2023,B0B1QVRW19,383,$21.33 ,"$8,169.39 ",,,,,,,,,,,,,
25167VDZ,38000500374,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Frosted Hot Fudge Sundae (96 Pop-Tarts)",B0BG1818VW,,Prepaid,29,$35.28 ,"$1,023.12 ",1,$35.28 ,20-10-2023,B0BG1818VW,28,$35.28 ,$987.84 ,,,,,,,,,,,,,
25167VDZ,30100124146,"Toasteds Crackers, Party Snacks, Rosemary & Olive Oil, 3lb (6 Boxes)",B0BH776XNJ,Toasteds,Prepaid,7,$22.74 ,$159.18 ,0,$0.00 ,20-10-2023,B0BH776XNJ,7,$22.74 ,$159.18 ,,,,,,,,,,,,,
25167VDZ,30100128526,"Kellogg's Club Cracker Crisps, Baked Snack Crackers, Party Snacks, 2ct Ranch, 1ct Sea Salt, Variety Pack 1.33lb Case (3 Bags)",B0BKRCTDKG,,Prepaid,1,$13.74 ,$13.74 ,0,$0.00 ,22-10-2023,B0BKRCTDKG,1,$13.74 ,$13.74 ,,,,,,,,,,,,,
